Co_100_1_NT_0.txt;4459;4.902;552;391;421
Co_100_1_NT_1.txt;4541;4.903;510;394;364
Co_100_1_NT_2.txt;4288;4.903;585;444;261
Co_100_1_NT_3.txt;4108;4.903;581;292;394
Co_100_1_NT_4.txt;5272;4.904;836;425;386
Co_100_1_NT_5.txt;3822;4.904;535;267;326
Co_100_1_NT_6.txt;4472;4.904;846;323;327
Co_100_1_NT_7.txt;4849;4.904;543;348;409
Co_100_1_NT_8.txt;4814;4.904;453;379;484
Co_100_1_NT_9.txt;6517;4.904;855;585;411
Co_100_1_T_0.txt;4281;4.903;373;347;510
Co_100_1_T_1.txt;4851;4.904;465;373;393
Co_100_1_T_2.txt;4680;4.904;365;467;319
Co_100_1_T_3.txt;4720;4.904;569;376;342
Co_100_1_T_4.txt;5362;4.903;641;404;465
Co_100_1_T_5.txt;3925;4.904;469;306;322
Co_100_1_T_6.txt;4793;4.904;693;287;402
Co_100_1_T_7.txt;5236;4.905;514;361;410
Co_100_1_T_8.txt;5029;4.904;347;342;544
Co_100_1_T_9.txt;6745;4.904;1023;438;453
Co_100_20_NT_0.txt;3625;4.912;1734;248;257
Co_100_20_NT_1.txt;3203;4.911;2009;245;221
Co_100_20_NT_2.txt;2196;4.913;1371;135;185
Co_100_20_NT_3.txt;2182;4.912;1024;172;240
Co_100_20_NT_4.txt;2168;4.911;1272;319;86
Co_100_20_NT_5.txt;2614;4.912;1451;188;244
Co_100_20_NT_6.txt;2015;4.913;1170;139;170
Co_100_20_NT_7.txt;2481;4.916;1414;316;139
Co_100_20_NT_8.txt;3027;4.912;1796;239;251
Co_100_20_NT_9.txt;2551;4.912;1178;179;338
Co_100_20_T_0.txt;3663;4.915;1619;229;308
Co_100_20_T_1.txt;3164;4.912;2243;137;215
Co_100_20_T_2.txt;2207;4.915;958;211;272
Co_100_20_T_3.txt;2195;4.914;1070;215;196
Co_100_20_T_4.txt;2172;4.912;1244;186;184
Co_100_20_T_5.txt;2610;4.916;1450;256;199
Co_100_20_T_6.txt;2005;4.915;1165;116;187
Co_100_20_T_7.txt;2486;4.913;1194;222;275
Co_100_20_T_8.txt;3032;4.911;1552;280;305
Co_100_20_T_9.txt;2551;4.912;1592;212;178
Co_300_20_NT_0.txt;7370;4.942;4585;472;483
Co_300_20_NT_1.txt;7035;4.951;4095;499;579
Co_300_20_NT_10.txt;8102;4.931;5094;425;662
Co_300_20_NT_11.txt;7639;4.947;4221;574;716
Co_300_20_NT_12.txt;8194;4.938;4558;571;720
Co_300_20_NT_13.txt;7581;4.933;4405;625;600
Co_300_20_NT_14.txt;7682;4.944;4387;517;582
Co_300_20_NT_15.txt;8546;4.946;4848;532;721
Co_300_20_NT_16.txt;7129;4.952;4066;527;668
Co_300_20_NT_17.txt;7191;4.937;4117;769;471
Co_300_20_NT_18.txt;8075;4.954;4498;515;777
Co_300_20_NT_19.txt;7556;4.942;4012;594;706
Co_300_20_NT_2.txt;7656;4.941;4177;449;752
Co_300_20_NT_3.txt;7166;4.936;4319;430;640
Co_300_20_NT_4.txt;8037;4.949;4824;557;642
Co_300_20_NT_5.txt;6318;4.94;2803;577;716
Co_300_20_NT_6.txt;6998;4.938;4837;360;478
Co_300_20_NT_7.txt;6381;4.948;3874;421;550
Co_300_20_NT_8.txt;7019;4.943;3909;523;668
Co_300_20_NT_9.txt;7183;4.935;4450;476;593
Co_300_20_T_0.txt;7387;4.937;4456;547;476
Co_300_20_T_1.txt;7045;4.943;3690;523;698
Co_300_20_T_10.txt;8102;4.954;4722;638;644
Co_300_20_T_11.txt;7660;4.949;3977;741;686
Co_300_20_T_12.txt;8224;4.945;4472;575;746
Co_300_20_T_13.txt;7604;4.937;4193;698;622
Co_300_20_T_14.txt;7647;4.938;3983;647;630
Co_300_20_T_15.txt;8590;4.944;5189;387;704
Co_300_20_T_16.txt;7140;4.938;3651;721;677
Co_300_20_T_17.txt;7237;4.94;3902;602;654
Co_300_20_T_18.txt;8047;4.928;4101;733;764
Co_300_20_T_19.txt;7505;4.939;4205;622;623
Co_300_20_T_2.txt;7677;4.938;4239;415;754
Co_300_20_T_3.txt;7176;4.943;3883;552;704
Co_300_20_T_4.txt;8055;4.952;5039;334;719
Co_300_20_T_5.txt;6353;4.934;3092;566;627
Co_300_20_T_6.txt;6992;4.946;4090;498;635
Co_300_20_T_7.txt;6387;4.947;3589;523;577
Co_300_20_T_8.txt;7026;4.93;3513;631;728
Co_300_20_T_9.txt;7183;4.943;4398;466;617
Co_30_1_NT_0.txt;1041;4.902;164;23;104
Co_30_1_NT_1.txt;1757;4.903;170;111;197
Co_30_1_NT_2.txt;2354;4.903;289;77;172
Co_30_1_NT_3.txt;2106;4.902;335;151;120
Co_30_1_NT_4.txt;1482;4.903;168;196;108
Co_30_1_NT_5.txt;3005;4.903;232;238;165
Co_30_1_NT_6.txt;1624;4.902;191;78;195
Co_30_1_NT_7.txt;1035;4.902;219;142;61
Co_30_1_NT_8.txt;2293;4.902;255;277;117
Co_30_1_NT_9.txt;1572;4.902;229;144;113
Co_30_1_T_0.txt;1109;4.903;117;33;113
Co_30_1_T_1.txt;1798;4.903;125;129;200
Co_30_1_T_2.txt;2448;4.902;240;88;181
Co_30_1_T_3.txt;2075;4.903;375;116;130
Co_30_1_T_4.txt;1550;4.903;143;225;97
Co_30_1_T_5.txt;2899;4.903;222;216;183
Co_30_1_T_6.txt;1598;4.902;162;112;182
Co_30_1_T_7.txt;1396;4.903;178;98;104
Co_30_1_T_8.txt;2019;4.903;264;301;98
Co_30_1_T_9.txt;1827;4.902;318;56;142
Co_30_20_NT_0.txt;719;4.905;525;16;54
Co_30_20_NT_1.txt;901;4.904;627;71;42
Co_30_20_NT_2.txt;872;4.904;616;5;82
Co_30_20_NT_3.txt;457;4.904;245;37;46
Co_30_20_NT_4.txt;706;4.905;330;67;77
Co_30_20_NT_5.txt;827;4.905;592;35;55
Co_30_20_NT_6.txt;437;4.905;151;53;60
Co_30_20_NT_7.txt;984;4.905;488;12;82
Co_30_20_NT_8.txt;937;4.904;278;78;166
Co_30_20_NT_9.txt;1132;4.904;634;92;74
Co_30_20_T_0.txt;719;4.905;445;77;40
Co_30_20_T_1.txt;895;4.905;591;68;56
Co_30_20_T_2.txt;872;4.904;400;113;82
Co_30_20_T_3.txt;457;4.905;192;92;27
Co_30_20_T_4.txt;721;4.905;270;19;129
Co_30_20_T_5.txt;827;4.906;465;52;86
Co_30_20_T_6.txt;437;4.904;192;34;59
Co_30_20_T_7.txt;991;4.905;354;70;88
Co_30_20_T_8.txt;933;4.904;370;95;124
Co_30_20_T_9.txt;1143;4.905;601;80;93
Co_100_1_NT_0.txt;4459;4.903;552;391;421
Co_100_1_NT_1.txt;4541;4.903;510;394;364
Co_100_1_NT_2.txt;4288;4.902;585;444;261
Co_100_1_NT_3.txt;4108;4.904;581;292;394
Co_100_1_NT_4.txt;5272;4.904;836;425;386
Co_100_1_NT_5.txt;3822;4.903;535;267;326
Co_100_1_NT_6.txt;4472;4.904;846;323;327
Co_100_1_NT_7.txt;4849;4.904;543;348;409
Co_100_1_NT_8.txt;4814;4.903;453;379;484
Co_100_1_NT_9.txt;6517;4.904;855;585;411
Co_100_1_T_0.txt;4281;4.903;373;347;510
Co_100_1_T_1.txt;4851;4.903;465;373;393
Co_100_1_T_2.txt;4680;4.903;365;467;319
Co_100_1_T_3.txt;4720;4.904;569;376;342
Co_100_1_T_4.txt;5362;4.903;641;404;465
Co_100_1_T_5.txt;3925;4.903;469;306;322
Co_100_1_T_6.txt;4793;4.903;693;287;402
Co_100_1_T_7.txt;5236;4.904;514;361;410
Co_100_1_T_8.txt;5029;4.903;347;342;544
Co_100_1_T_9.txt;6745;4.903;1023;438;453
Co_100_20_NT_0.txt;3625;4.911;1734;248;257
Co_100_20_NT_1.txt;3203;4.911;2009;245;221
Co_100_20_NT_2.txt;2196;4.913;1371;135;185
Co_100_20_NT_3.txt;2182;4.915;1024;172;240
Co_100_20_NT_4.txt;2168;4.913;1272;319;86
Co_100_20_NT_5.txt;2614;4.914;1451;188;244
Co_100_20_NT_6.txt;2015;4.915;1170;139;170
Co_100_20_NT_7.txt;2481;4.917;1414;316;139
Co_100_20_NT_8.txt;3027;4.916;1796;239;251
Co_100_20_NT_9.txt;2551;4.916;1178;179;338
Co_100_20_T_0.txt;3663;4.915;1619;229;308
Co_100_20_T_1.txt;3164;4.911;2243;137;215
Co_100_20_T_2.txt;2207;4.914;958;211;272
Co_100_20_T_3.txt;2195;4.919;1070;215;196
Co_100_20_T_4.txt;2172;4.914;1244;186;184
Co_100_20_T_5.txt;2610;4.913;1450;256;199
Co_100_20_T_6.txt;2005;4.919;1165;116;187
Co_100_20_T_7.txt;2486;4.915;1194;222;275
Co_100_20_T_8.txt;3032;4.92;1552;280;305
Co_100_20_T_9.txt;2551;4.916;1592;212;178
Co_300_20_NT_0.txt;7370;4.932;4585;472;483
Co_300_20_NT_1.txt;7035;4.939;4095;499;579
Co_300_20_NT_10.txt;8102;4.929;5094;425;662
Co_300_20_NT_11.txt;7639;4.939;4221;574;716
Co_300_20_NT_12.txt;8194;4.938;4558;571;720
Co_300_20_NT_13.txt;7581;4.935;4405;625;600
Co_300_20_NT_14.txt;7682;4.93;4387;517;582
Co_300_20_NT_15.txt;8546;4.951;4848;532;721
Co_300_20_NT_16.txt;7129;4.955;4066;527;668
Co_300_20_NT_17.txt;7191;4.937;4117;769;471
Co_300_20_NT_18.txt;8075;4.935;4498;515;777
Co_300_20_NT_19.txt;7556;4.937;4012;594;706
Co_300_20_NT_2.txt;7656;4.953;4177;449;752
Co_300_20_NT_3.txt;7166;4.945;4319;430;640
Co_300_20_NT_4.txt;8037;4.952;4824;557;642
Co_300_20_NT_5.txt;6318;4.936;2803;577;716
Co_300_20_NT_6.txt;6998;4.935;4837;360;478
Co_300_20_NT_7.txt;6381;4.947;3874;421;550
Co_300_20_NT_8.txt;7019;4.936;3909;523;668
Co_300_20_NT_9.txt;7183;4.956;4450;476;593
Co_300_20_T_0.txt;7387;4.945;4456;547;476
Co_300_20_T_1.txt;7045;4.946;3690;523;698
Co_300_20_T_10.txt;8102;4.94;4722;638;644
Co_300_20_T_11.txt;7660;4.95;3977;741;686
Co_300_20_T_12.txt;8224;4.939;4472;575;746
Co_300_20_T_13.txt;7604;4.944;4193;698;622
Co_300_20_T_14.txt;7647;4.948;3983;647;630
Co_300_20_T_15.txt;8590;4.948;5189;387;704
Co_300_20_T_16.txt;7140;4.931;3651;721;677
Co_300_20_T_17.txt;7237;4.939;3902;602;654
Co_300_20_T_18.txt;8047;4.948;4101;733;764
Co_300_20_T_19.txt;7505;4.951;4205;622;623
Co_300_20_T_2.txt;7677;4.942;4239;415;754
Co_300_20_T_3.txt;7176;4.938;3883;552;704
Co_300_20_T_4.txt;8055;4.931;5039;334;719
Co_300_20_T_5.txt;6353;4.933;3092;566;627
Co_300_20_T_6.txt;6992;4.939;4090;498;635
Co_300_20_T_7.txt;6387;4.939;3589;523;577
Co_300_20_T_8.txt;7026;4.949;3513;631;728
Co_300_20_T_9.txt;7183;4.932;4398;466;617
Co_30_1_NT_0.txt;1041;4.903;164;23;104
Co_30_1_NT_1.txt;1757;4.903;170;111;197
Co_30_1_NT_2.txt;2354;4.902;289;77;172
Co_30_1_NT_3.txt;2106;4.903;335;151;120
Co_30_1_NT_4.txt;1482;4.902;168;196;108
Co_30_1_NT_5.txt;3005;4.902;232;238;165
Co_30_1_NT_6.txt;1624;4.903;191;78;195
Co_30_1_NT_7.txt;1035;4.903;219;142;61
Co_30_1_NT_8.txt;2293;4.902;255;277;117
Co_30_1_NT_9.txt;1572;4.902;229;144;113
Co_30_1_T_0.txt;1109;4.902;117;33;113
Co_30_1_T_1.txt;1798;4.902;125;129;200
Co_30_1_T_2.txt;2448;4.902;240;88;181
Co_30_1_T_3.txt;2075;4.903;375;116;130
Co_30_1_T_4.txt;1550;4.903;143;225;97
Co_30_1_T_5.txt;2899;4.902;222;216;183
Co_30_1_T_6.txt;1598;4.902;162;112;182
Co_30_1_T_7.txt;1396;4.903;178;98;104
Co_30_1_T_8.txt;2019;4.902;264;301;98
Co_30_1_T_9.txt;1827;4.902;318;56;142
Co_30_20_NT_0.txt;719;4.904;525;16;54
Co_30_20_NT_1.txt;901;4.904;627;71;42
Co_30_20_NT_2.txt;872;4.904;616;5;82
Co_30_20_NT_3.txt;457;4.905;245;37;46
Co_30_20_NT_4.txt;706;4.905;330;67;77
Co_30_20_NT_5.txt;827;4.905;592;35;55
Co_30_20_NT_6.txt;437;4.904;151;53;60
Co_30_20_NT_7.txt;984;4.905;488;12;82
Co_30_20_NT_8.txt;937;4.905;278;78;166
Co_30_20_NT_9.txt;1132;4.904;634;92;74
Co_30_20_T_0.txt;719;4.905;445;77;40
Co_30_20_T_1.txt;895;4.905;591;68;56
Co_30_20_T_2.txt;872;4.905;400;113;82
Co_30_20_T_3.txt;457;4.905;192;92;27
Co_30_20_T_4.txt;721;4.905;270;19;129
Co_30_20_T_5.txt;827;4.903;465;52;86
Co_30_20_T_6.txt;437;4.904;192;34;59
Co_30_20_T_7.txt;991;4.904;354;70;88
Co_30_20_T_8.txt;933;4.906;370;95;124
Co_30_20_T_9.txt;1143;4.905;601;80;93
